date,country_name,party_name,voting_intention
2021-03-12,Great Britain,Reform UK,2.21
2021-03-12,Great Britain,SNP,4.41
2021-03-10,Great Britain,Other,3.53
2021-03-10,Great Britain,Conservative,42.15
2021-03-10,Great Britain,Green Party,4.64
2021-03-10,Great Britain,Labour,35.91
2021-03-10,Great Britain,Liberal Democrats,7.15
2021-03-10,Great Britain,Reform UK,2.42
2021-03-10,Great Britain,SNP,4.41
2021-03-08,Great Britain,Other,3.56
2021-03-08,Great Britain,Conservative,41.96
2021-03-08,Great Britain,Green Party,4.73
2021-03-08,Great Britain,Labour,36.05
2021-03-08,Great Britain,Liberal Democrats,7.0
2021-03-08,Great Britain,Reform UK,2.41
2021-03-08,Great Britain,SNP,4.43
2021-03-08,Scotland,Other,1.57
2021-03-08,Scotland,Conservative,21.01
2021-03-08,Scotland,Green Party,2.08
2021-03-08,Scotland,Labour,18.65
2021-03-08,Scotland,Liberal Democrats,5.86
2021-03-08,Scotland,SNP,51.33
2021-03-07,Great Britain,Other,3.56
2021-03-07,Great Britain,Conservative,41.81
2021-03-07,Great Britain,Green Party,4.73
2021-03-07,Great Britain,Labour,36.2
2021-03-07,Great Britain,Liberal Democrats,7.0
2021-03-07,Great Britain,Reform UK,2.34
2021-03-07,Great Britain,SNP,4.5
2021-03-04,Great Britain,Other,3.56
2021-03-04,Great Britain,Conservative,41.77
2021-03-04,Great Britain,Green Party,4.74
2021-03-04,Great Britain,Labour,36.29
2021-03-04,Great Britain,Liberal Democrats,7.0
2021-03-04,Great Britain,Reform UK,2.13
2021-03-04,Great Britain,SNP,4.51
2021-03-01,Great Britain,Other,3.85
2021-03-01,Great Britain,Conservative,41.37
2021-03-01,Great Britain,Green Party,4.74
2021-03-01,Great Britain,Labour,36.39
2021-03-01,Great Britain,Liberal Democrats,7.22
2021-03-01,Great Britain,Reform UK,2.13
2021-03-01,Great Britain,SNP,4.51
2021-02-28,Great Britain,Other,3.78
2021-02-28,Great Britain,Conservative,41.2
2021-02-28,Great Britain,Green Party,5.1
2021-02-28,Great Britain,Labour,36.36
2021-02-28,Great Britain,Liberal Democrats,7.22
2021-02-28,Great Britain,Reform UK,2.2
2021-02-28,Great Britain,SNP,4.58
2021-02-26,Great Britain,Other,3.71
2021-02-26,Great Britain,Conservative,41.03
2021-02-26,Great Britain,Green Party,5.31
2021-02-26,Great Britain,Labour,36.4
2021-02-26,Great Britain,Liberal Democrats,7.14
2021-02-26,Great Britain,Reform UK,2.2
2021-02-26,Great Britain,SNP,4.65
2021-02-26,Scotland,Other,1.5
2021-02-26,Scotland,Conservative,21.32
2021-02-26,Scotland,Labour,18.59
2021-02-26,Scotland,Liberal Democrats,5.86
2021-02-26,Scotland,SNP,51.22
2021-02-25,Great Britain,Other,3.54
2021-02-25,Great Britain,Conservative,40.79
2021-02-25,Great Britain,Green Party,5.38
2021-02-25,Great Britain,Labour,36.48
2021-02-25,Great Britain,Liberal Democrats,7.21
2021-02-25,Great Britain,SNP,4.76
2021-02-22,Great Britain,Other,3.22
2021-02-22,Great Britain,Conservative,40.78
2021-02-22,Great Britain,Green Party,5.28
2021-02-22,Great Britain,Labour,36.74
2021-02-22,Great Britain,Liberal Democrats,7.16
2021-02-22,Great Britain,Reform UK,2.2
2021-02-22,Great Britain,SNP,4.76
2021-02-21,Great Britain,Other,3.38
2021-02-21,Great Britain,Conservative,40.79
2021-02-21,Great Britain,Green Party,5.09
2021-02-21,Great Britain,Labour,37.0
2021-02-21,Great Britain,Liberal Democrats,6.92
2021-02-21,Great Britain,Reform UK,2.06
2021-02-21,Great Britain,SNP,4.84
2021-02-18,Great Britain,Other,3.24
2021-02-18,Great Britain,Conservative,40.89
2021-02-18,Great Britain,Green Party,5.17
2021-02-18,Great Britain,Labour,37.03
2021-02-18,Great Britain,Liberal Democrats,6.92
2021-02-18,Great Britain,Reform UK,2.06
2021-02-18,Great Britain,SNP,4.91
2021-02-15,Great Britain,Other,3.38
2021-02-15,Great Britain,Conservative,40.67
2021-02-15,Great Britain,Green Party,5.02
2021-02-15,Great Britain,Labour,37.31
2021-02-15,Great Britain,Liberal Democrats,6.85
2021-02-15,Great Britain,Reform UK,2.02
2021-02-15,Great Britain,SNP,4.91
2021-02-14,Great Britain,Other,3.45
2021-02-14,Great Britain,Conservative,40.68
2021-02-14,Great Britain,Green Party,5.0
2021-02-14,Great Britain,Labour,37.19
2021-02-14,Great Britain,Liberal Democrats,6.94
2021-02-14,Great Britain,Reform UK,2.02
2021-02-14,Great Britain,SNP,4.87
2021-02-12,Great Britain,Other,3.25
2021-02-12,Great Britain,Conservative,40.62
2021-02-12,Great Britain,Green Party,5.0
2021-02-12,Great Britain,Labour,37.27
2021-02-12,Great Britain,Liberal Democrats,7.03
2021-02-12,Great Britain,Reform UK,2.02
2021-02-12,Great Britain,SNP,4.95
2021-02-10,Great Britain,Other,3.18
2021-02-10,Great Britain,Conservative,40.55
2021-02-10,Great Britain,Green Party,4.86
2021-02-10,Great Britain,Labour,37.41
2021-02-10,Great Britain,Liberal Democrats,7.1
2021-02-10,Great Britain,Reform UK,2.31
2021-02-10,Great Britain,SNP,4.88
2021-02-08,Great Britain,Other,3.11
2021-02-08,Great Britain,Conservative,40.46
2021-02-08,Great Britain,Green Party,4.8
2021-02-08,Great Britain,Labour,37.6
2021-02-08,Great Britain,Liberal Democrats,7.04
2021-02-08,Great Britain,Reform UK,2.24
2021-02-08,Great Britain,SNP,4.89
2021-02-07,Great Britain,Other,3.19
2021-02-07,Great Britain,Conservative,40.28
2021-02-07,Great Britain,Green Party,4.87
2021-02-07,Great Britain,Labour,37.63
2021-02-07,Great Britain,Liberal Democrats,7.12
2021-02-07,Great Britain,Reform UK,2.24
2021-02-07,Great Britain,SNP,4.82
2021-02-06,Great Britain,Other,3.2
2021-02-06,Great Britain,Conservative,40.22
2021-02-06,Great Britain,Green Party,4.81
2021-02-06,Great Britain,Labour,37.71
2021-02-06,Great Britain,Liberal Democrats,7.06
2021-02-06,Great Britain,SNP,4.9
2021-02-04,Great Britain,Other,3.13
2021-02-04,Great Britain,Conservative,40.08
2021-02-04,Great Britain,Green Party,4.59
2021-02-04,Great Britain,Labour,38.29
2021-02-04,Great Britain,Liberal Democrats,6.84
2021-02-04,Great Britain,Reform UK,2.32
2021-02-04,Great Britain,SNP,4.97
2021-02-03,Great Britain,Other,3.34
2021-02-03,Great Britain,Conservative,39.82
2021-02-03,Great Britain,Green Party,4.45
2021-02-03,Great Britain,Labour,38.39
2021-02-03,Great Britain,Liberal Democrats,6.7
2021-02-03,Great Britain,Reform UK,2.39
2021-02-03,Great Britain,SNP,4.97
2021-02-02,Great Britain,Other,3.55
2021-02-02,Great Britain,Conservative,39.75
2021-02-02,Great Britain,Green Party,4.38
2021-02-02,Great Britain,Labour,38.46
2021-02-02,Great Britain,Liberal Democrats,6.77
2021-02-02,Great Britain,Reform UK,2.32
2021-02-02,Great Britain,SNP,4.9
2021-02-01,Great Britain,Other,3.55
2021-02-01,Great Britain,Conservative,39.92
2021-02-01,Great Britain,Green Party,4.32
2021-02-01,Great Britain,Labour,38.41
2021-02-01,Great Britain,Liberal Democrats,6.85
2021-02-01,Great Britain,Reform UK,2.25
2021-02-01,Great Britain,SNP,4.84
2021-01-31,Great Britain,Other,3.8
2021-01-31,Great Britain,Conservative,39.79
2021-01-31,Great Britain,Green Party,4.27
2021-01-31,Great Britain,Labour,38.37
2021-01-31,Great Britain,Liberal Democrats,6.97
2021-01-31,Great Britain,Reform UK,2.25
2021-01-31,Great Britain,SNP,4.76
2021-01-29,Great Britain,Other,3.87
2021-01-29,Great Britain,Conservative,39.64
2021-01-29,Great Britain,Green Party,4.35
2021-01-29,Great Britain,Labour,38.51
2021-01-29,Great Britain,Liberal Democrats,6.97
2021-01-29,Great Britain,Reform UK,2.32
2021-01-29,Great Britain,SNP,4.76
2021-01-27,Great Britain,Other,3.8
2021-01-27,Great Britain,Conservative,39.47
2021-01-27,Great Britain,Green Party,4.48
2021-01-27,Great Britain,Labour,38.56
2021-01-27,Great Britain,Liberal Democrats,6.9
2021-01-27,Great Britain,Reform UK,2.53
2021-01-27,Great Britain,SNP,4.76
2021-01-25,Great Britain,Other,3.72
2021-01-25,Great Britain,Conservative,39.87
2021-01-25,Great Britain,Green Party,4.55
2021-01-25,Great Britain,Labour,38.32
2021-01-25,Great Britain,Liberal Democrats,6.75
2021-01-25,Great Britain,Reform UK,2.51
2021-01-25,Great Britain,SNP,4.76
2021-01-24,Great Britain,Other,3.79
2021-01-24,Great Britain,Conservative,39.52
2021-01-24,Great Britain,Green Party,4.72
2021-01-24,Great Britain,Labour,38.37
2021-01-24,Great Britain,Liberal Democrats,6.73
2021-01-24,Great Britain,Reform UK,2.48
2021-01-24,Great Britain,SNP,4.73
2021-01-23,Great Britain,Other,3.77
2021-01-23,Great Britain,Conservative,39.34
2021-01-23,Great Britain,Green Party,4.83
2021-01-23,Great Britain,Labour,38.54
2021-01-23,Great Britain,Liberal Democrats,6.6
2021-01-23,Great Britain,Reform UK,2.62
2021-01-23,Great Britain,SNP,4.72
2021-01-22,Great Britain,Other,3.63
2021-01-22,Great Britain,Conservative,39.31
2021-01-22,Great Britain,Green Party,4.9
2021-01-22,Great Britain,Labour,38.51
2021-01-22,Great Britain,Liberal Democrats,6.67
2021-01-22,Great Britain,Reform UK,2.7
2021-01-22,Great Britain,SNP,4.79
2021-01-18,Great Britain,Other,3.91
2021-01-18,Great Britain,Conservative,39.31
2021-01-18,Great Britain,Green Party,4.76
2021-01-18,Great Britain,Labour,38.59
2021-01-18,Great Britain,Liberal Democrats,6.74
2021-01-18,Great Britain,Reform UK,2.7
2021-01-18,Great Britain,SNP,4.79
2021-01-17,Great Britain,Other,3.98
2021-01-17,Great Britain,Conservative,39.21
2021-01-17,Great Britain,Green Party,4.82
2021-01-17,Great Britain,Labour,38.49
2021-01-17,Great Britain,Liberal Democrats,6.59
2021-01-17,Great Britain,Reform UK,2.58
2021-01-17,Great Britain,SNP,4.86
2021-01-15,Great Britain,Other,3.83
2021-01-15,Great Britain,Conservative,39.11
2021-01-15,Great Britain,Green Party,4.82
2021-01-15,Great Britain,Labour,38.46
2021-01-15,Great Britain,Liberal Democrats,6.8
2021-01-15,Great Britain,SNP,4.86
2021-01-14,Great Britain,Other,3.69
2021-01-14,Great Britain,Conservative,39.15
2021-01-14,Great Britain,Green Party,4.89
2021-01-14,Great Britain,Labour,38.14
2021-01-14,Great Britain,Liberal Democrats,6.94
2021-01-14,Great Britain,Reform UK,2.79
2021-01-14,Great Britain,SNP,4.78
2021-01-14,Wales,Other,1.21
2021-01-14,Wales,Conservative,31.87
2021-01-14,Wales,Green Party,2.64
2021-01-14,Wales,Labour,34.51
2021-01-14,Wales,Liberal Democrats,7.49
2021-01-14,Wales,Plaid Cymru,12.98
2021-01-14,Wales,Reform UK,8.21
2021-01-13,Great Britain,Other,3.7
2021-01-13,Great Britain,Conservative,39.28
2021-01-13,Great Britain,Green Party,4.81
2021-01-13,Great Britain,Labour,38.14
2021-01-13,Great Britain,Liberal Democrats,7.07
2021-01-13,Great Britain,Reform UK,2.58
2021-01-13,Great Britain,SNP,4.78
2021-01-13,Scotland,Other,1.36
2021-01-13,Scotland,Conservative,21.67
2021-01-13,Scotland,Labour,18.52
2021-01-13,Scotland,Liberal Democrats,5.93
2021-01-13,Scotland,SNP,50.87
2021-01-11,Great Britain,Other,3.42
2021-01-11,Great Britain,Conservative,39.09
2021-01-11,Great Britain,Green Party,4.89
2021-01-11,Great Britain,Labour,38.09
2021-01-11,Great Britain,Liberal Democrats,7.15
2021-01-11,Great Britain,Reform UK,2.72
2021-01-11,Great Britain,SNP,4.85
2021-01-10,Great Britain,Other,3.71
2021-01-10,Great Britain,Conservative,39.05
2021-01-10,Great Britain,Green Party,4.82
2021-01-10,Great Britain,Labour,38.19
2021-01-10,Great Britain,Liberal Democrats,7.01
2021-01-10,Great Britain,Reform UK,2.79
2021-01-10,Great Britain,SNP,4.86
2021-01-07,Great Britain,Other,3.92
2021-01-07,Great Britain,Conservative,38.88
2021-01-07,Great Britain,Green Party,4.75
2021-01-07,Great Britain,Labour,38.38
2021-01-07,Great Britain,Liberal Democrats,6.86
2021-01-07,Great Britain,SNP,4.99
2021-01-05,Great Britain,Other,3.78
2021-01-05,Great Britain,Conservative,38.84
2021-01-05,Great Britain,Green Party,4.82
2021-01-05,Great Britain,Labour,38.26
2021-01-05,Great Britain,Liberal Democrats,6.86
2021-01-05,Great Britain,Reform UK,2.89
2021-01-05,Great Britain,SNP,5.0
2020-12-30,Great Britain,Other,3.85
2020-12-30,Great Britain,Conservative,38.91
2020-12-30,Great Britain,Green Party,4.82
2020-12-30,Great Britain,Labour,38.12
2020-12-30,Great Britain,Liberal Democrats,7.08
2020-12-30,Great Britain,Reform UK,3.03
2020-12-30,Great Britain,SNP,5.0
2020-12-29,Great Britain,Other,3.99
2020-12-29,Great Britain,Conservative,38.62
2020-12-29,Great Britain,Green Party,4.68
2020-12-29,Great Britain,Labour,38.12
2020-12-29,Great Britain,Liberal Democrats,7.36
2020-12-29,Great Britain,Reform UK,3.03
2020-12-29,Great Britain,SNP,5.0
2020-12-22,Great Britain,Other,4.07
2020-12-22,Great Britain,Conservative,38.78
2020-12-22,Great Britain,Green Party,4.49
2020-12-22,Great Britain,Labour,38.14
2020-12-22,Great Britain,Liberal Democrats,7.32
2020-12-22,Great Britain,Reform UK,3.03
2020-12-22,Great Britain,SNP,5.02
2020-12-21,Great Britain,Other,4.02
2020-12-21,Great Britain,Conservative,38.68
2020-12-21,Great Britain,Green Party,4.52
2020-12-21,Great Britain,Labour,38.12
2020-12-21,Great Britain,Liberal Democrats,7.22
2020-12-21,Great Britain,Reform UK,2.98
2020-12-21,Great Britain,SNP,5.09
2020-12-17,Great Britain,Other,4.23
2020-12-17,Great Britain,Conservative,38.57
2020-12-17,Great Britain,Green Party,4.52
2020-12-17,Great Britain,Labour,38.01
2020-12-17,Great Britain,Liberal Democrats,7.16
2020-12-17,Great Britain,SNP,5.09
2020-12-16,Great Britain,Other,4.09
2020-12-16,Great Britain,Conservative,38.71
2020-12-16,Great Britain,Green Party,4.52
2020-12-16,Great Britain,Labour,37.94
2020-12-16,Great Britain,Liberal Democrats,7.16
2020-12-16,Great Britain,Reform UK,3.13
2020-12-16,Great Britain,SNP,5.17
2020-12-14,Great Britain,Other,4.16
2020-12-14,Great Britain,Conservative,38.79
2020-12-14,Great Britain,Green Party,4.38
2020-12-14,Great Britain,Labour,38.08
2020-12-14,Great Britain,Liberal Democrats,7.3
2020-12-14,Great Britain,Reform UK,2.98
2020-12-14,Great Britain,SNP,5.17
2020-12-13,Great Britain,Other,4.16
2020-12-13,Great Britain,Conservative,38.73
2020-12-13,Great Britain,Green Party,4.59
2020-12-13,Great Britain,Labour,38.03
2020-12-13,Great Britain,Liberal Democrats,7.08
2020-12-13,Great Britain,Reform UK,2.89
2020-12-13,Great Britain,SNP,5.23
2020-12-10,Great Britain,Other,4.23
2020-12-10,Great Britain,Conservative,38.97
2020-12-10,Great Britain,Green Party,4.52
2020-12-10,Great Britain,Labour,38.13
2020-12-10,Great Britain,Liberal Democrats,6.86
2020-12-10,Great Britain,Reform UK,3.03
2020-12-10,Great Britain,SNP,5.23
2020-12-09,Great Britain,Other,4.14
2020-12-09,Great Britain,Conservative,38.85
2020-12-09,Great Britain,Green Party,4.52
2020-12-09,Great Britain,Labour,38.2
2020-12-09,Great Britain,Liberal Democrats,6.74
2020-12-09,Great Britain,Reform UK,3.14
2020-12-09,Great Britain,SNP,5.24
2020-12-09,Scotland,Conservative,22.24
2020-12-09,Scotland,Green Party,2.01
2020-12-09,Scotland,Labour,18.31
2020-12-09,Scotland,Liberal Democrats,6.15
2020-12-09,Scotland,SNP,50.37
2020-12-08,Great Britain,Other,4.22
2020-12-08,Great Britain,Conservative,39.06
2020-12-08,Great Britain,Green Party,4.45
2020-12-08,Great Britain,Labour,38.42
2020-12-08,Great Britain,Liberal Democrats,6.67
2020-12-08,Great Britain,Reform UK,3.07
2020-12-08,Great Britain,SNP,5.24
2020-12-04,Great Britain,Other,4.07
2020-12-04,Great Britain,Conservative,39.03
2020-12-04,Great Britain,Green Party,4.52
2020-12-04,Great Britain,Labour,38.25
2020-12-04,Great Britain,Liberal Democrats,6.81
2020-12-04,Great Britain,SNP,5.23
2020-12-03,Great Britain,Other,3.86
2020-12-03,Great Britain,Conservative,39.05
2020-12-03,Great Britain,Green Party,4.55
2020-12-03,Great Britain,Labour,38.23
2020-12-03,Great Britain,Liberal Democrats,6.93
2020-12-03,Great Britain,Reform UK,3.17
2020-12-03,Great Britain,SNP,5.16
2020-12-02,Great Britain,Other,3.79
2020-12-02,Great Britain,Conservative,38.81
2020-12-02,Great Britain,Green Party,4.48
2020-12-02,Great Britain,Labour,38.34
2020-12-02,Great Britain,Liberal Democrats,7.0
2020-12-02,Great Britain,SNP,5.16
2020-11-29,Great Britain,Other,3.65
2020-11-29,Great Britain,Conservative,38.87
2020-11-29,Great Britain,Green Party,4.27
2020-11-29,Great Britain,Labour,38.61
2020-11-29,Great Britain,Liberal Democrats,6.87
2020-11-29,Great Britain,Reform UK,3.1
2020-11-29,Great Britain,SNP,5.16
2020-11-28,Great Britain,Other,3.51
2020-11-28,Great Britain,Conservative,38.85
2020-11-28,Great Britain,Green Party,4.42
2020-11-28,Great Britain,Labour,38.67
2020-11-28,Great Britain,Liberal Democrats,6.74
2020-11-28,Great Britain,Reform UK,3.1
2020-11-28,Great Britain,SNP,5.17
2020-11-27,Great Britain,Other,3.41
2020-11-27,Great Britain,Conservative,38.81
2020-11-27,Great Britain,Green Party,4.44
2020-11-27,Great Britain,Labour,38.91
2020-11-27,Great Britain,Liberal Democrats,6.68
2020-11-27,Great Britain,Reform UK,3.07
2020-11-27,Great Britain,SNP,5.24
2020-11-22,Great Britain,Other,3.35
2020-11-22,Great Britain,Conservative,39.23
2020-11-22,Great Britain,Green Party,4.3
2020-11-22,Great Britain,Labour,38.9
2020-11-22,Great Britain,Liberal Democrats,6.83
2020-11-22,Great Britain,Reform UK,2.86
2020-11-22,Great Britain,SNP,5.1
2020-11-20,Great Britain,Other,3.27
2020-11-20,Great Britain,Conservative,39.41
2020-11-20,Great Britain,Green Party,4.23
2020-11-20,Great Britain,Labour,39.01
2020-11-20,Great Britain,Liberal Democrats,6.83
2020-11-20,Great Britain,SNP,4.96
2020-11-19,Great Britain,Other,3.34
2020-11-19,Great Britain,Conservative,39.2
2020-11-19,Great Britain,Green Party,4.3
2020-11-19,Great Britain,Labour,39.16
2020-11-19,Great Britain,Liberal Democrats,6.83
2020-11-19,Great Britain,SNP,4.89
2020-11-18,Great Britain,Other,3.27
2020-11-18,Great Britain,Conservative,39.14
2020-11-18,Great Britain,Green Party,4.36
2020-11-18,Great Britain,Labour,39.1
2020-11-18,Great Britain,Liberal Democrats,6.75
2020-11-18,Great Britain,Reform UK,2.93
2020-11-18,Great Britain,SNP,4.88
2020-11-15,Great Britain,Other,3.34
2020-11-15,Great Britain,Conservative,39.31
2020-11-15,Great Britain,Green Party,4.22
2020-11-15,Great Britain,Labour,39.34
2020-11-15,Great Britain,Liberal Democrats,6.75
2020-11-15,Great Britain,Reform UK,3.0
2020-11-15,Great Britain,SNP,4.81
2020-11-12,Great Britain,Other,3.41
2020-11-12,Great Britain,Conservative,39.35
2020-11-12,Great Britain,Green Party,4.15
2020-11-12,Great Britain,Labour,39.17
2020-11-12,Great Britain,Liberal Democrats,6.96
2020-11-12,Great Britain,Reform UK,3.07
2020-11-12,Great Britain,SNP,4.74
2020-11-11,Great Britain,Other,3.34
2020-11-11,Great Britain,Conservative,39.54
2020-11-11,Great Britain,Green Party,4.22
2020-11-11,Great Britain,Labour,39.0
2020-11-11,Great Britain,Liberal Democrats,6.96
2020-11-11,Great Britain,SNP,4.74
2020-11-11,Scotland,Conservative,22.9
2020-11-11,Scotland,Green Party,1.87
2020-11-11,Scotland,Labour,18.32
2020-11-11,Scotland,Liberal Democrats,6.44
2020-11-11,Scotland,SNP,49.54
2020-11-10,Scotland,Other,1.14
2020-11-10,Scotland,Conservative,23.37
2020-11-10,Scotland,Green Party,2.01
2020-11-10,Scotland,Labour,17.93
2020-11-10,Scotland,Liberal Democrats,6.93
2020-11-10,Scotland,SNP,49.04
2020-11-09,Great Britain,Other,3.26
2020-11-09,Great Britain,Conservative,39.44
2020-11-09,Great Britain,Green Party,4.28
2020-11-09,Great Britain,Labour,38.83
2020-11-09,Great Britain,Liberal Democrats,6.88
2020-11-09,Great Britain,Reform UK,3.06
2020-11-09,Great Britain,SNP,4.73
2020-11-06,Great Britain,Other,3.33
2020-11-06,Great Britain,Conservative,39.31
2020-11-06,Great Britain,Green Party,4.21
2020-11-06,Great Britain,Labour,38.99
2020-11-06,Great Britain,Liberal Democrats,6.8
2020-11-06,Great Britain,Reform UK,2.99
2020-11-06,Great Britain,SNP,4.72
2020-11-05,Great Britain,Other,3.39
2020-11-05,Great Britain,Conservative,39.44
2020-11-05,Great Britain,Green Party,4.18
2020-11-05,Great Britain,Labour,39.01
2020-11-05,Great Britain,Liberal Democrats,6.67
2020-11-05,Great Britain,Reform UK,3.01
2020-11-05,Great Britain,SNP,4.8
2020-11-04,Scotland,Other,1.0
2020-11-04,Scotland,Conservative,23.86
2020-11-04,Scotland,Labour,17.85
2020-11-04,Scotland,Liberal Democrats,7.43
2020-11-04,Scotland,SNP,48.36
2020-11-02,Great Britain,Other,3.48
2020-11-02,Great Britain,Conservative,39.76
2020-11-02,Great Britain,Green Party,4.26
2020-11-02,Great Britain,Labour,38.79
2020-11-02,Great Britain,Liberal Democrats,6.58
2020-11-02,Great Britain,Reform UK,2.87
2020-11-02,Great Britain,SNP,4.76
2020-10-30,Wales,Other,1.21
2020-10-30,Wales,Conservative,31.87
2020-10-30,Wales,Green Party,2.42
2020-10-30,Wales,Labour,34.94
2020-10-30,Wales,Liberal Democrats,7.71
