date,country_name,party_name,voting_intention
2015-03-08,Great Britain,Other,5.37
2015-03-08,Great Britain,Conservative,33.44
2015-03-08,Great Britain,Green Party,6.33
2015-03-08,Great Britain,Labour,33.29
2015-03-08,Great Britain,Liberal Democrats,7.25
2015-03-08,Great Britain,UK Independence Party (UKIP),14.32
2015-03-06,Great Britain,Other,5.26
2015-03-06,Great Britain,Conservative,33.33
2015-03-06,Great Britain,Green Party,6.25
2015-03-06,Great Britain,Labour,33.39
2015-03-06,Great Britain,Liberal Democrats,7.41
2015-03-06,Great Britain,UK Independence Party (UKIP),14.36
2015-03-05,Great Britain,Other,5.27
2015-03-05,Great Britain,Conservative,33.24
2015-03-05,Great Britain,Green Party,6.26
2015-03-05,Great Britain,Labour,33.47
2015-03-05,Great Britain,Liberal Democrats,7.42
2015-03-05,Great Britain,UK Independence Party (UKIP),14.35
2015-03-04,Great Britain,Other,5.31
2015-03-04,Great Britain,Conservative,33.35
2015-03-04,Great Britain,Green Party,6.24
2015-03-04,Great Britain,Labour,33.41
2015-03-04,Great Britain,Liberal Democrats,7.37
2015-03-04,Great Britain,UK Independence Party (UKIP),14.31
2015-03-03,Great Britain,Other,5.41
2015-03-03,Great Britain,Conservative,33.14
2015-03-03,Great Britain,Green Party,6.37
2015-03-03,Great Britain,Labour,33.35
2015-03-03,Great Britain,Liberal Democrats,7.23
2015-03-03,Great Britain,UK Independence Party (UKIP),14.51
2015-03-02,Great Britain,Other,5.48
2015-03-02,Great Britain,Conservative,32.88
2015-03-02,Great Britain,Green Party,6.42
2015-03-02,Great Britain,Labour,33.2
2015-03-02,Great Britain,Liberal Democrats,7.56
2015-03-02,Great Britain,UK Independence Party (UKIP),14.45
2015-03-01,Great Britain,Other,5.48
2015-03-01,Great Britain,Conservative,32.64
2015-03-01,Great Britain,Green Party,6.49
2015-03-01,Great Britain,Labour,33.39
2015-03-01,Great Britain,Liberal Democrats,7.56
2015-03-01,Great Britain,UK Independence Party (UKIP),14.44
2015-02-27,Great Britain,Other,5.39
2015-02-27,Great Britain,Conservative,32.55
2015-02-27,Great Britain,Green Party,6.46
2015-02-27,Great Britain,Labour,33.53
2015-02-27,Great Britain,Liberal Democrats,7.57
2015-02-27,Great Britain,UK Independence Party (UKIP),14.5
2015-02-26,Great Britain,Other,5.46
2015-02-26,Great Britain,Conservative,32.48
2015-02-26,Great Britain,Green Party,6.58
2015-02-26,Great Britain,Labour,33.48
2015-02-26,Great Britain,Liberal Democrats,7.47
2015-02-26,Great Britain,UK Independence Party (UKIP),14.53
2015-02-25,Great Britain,Other,5.5
2015-02-25,Great Britain,Conservative,32.49
2015-02-25,Great Britain,Green Party,6.69
2015-02-25,Great Britain,Labour,33.57
2015-02-25,Great Britain,Liberal Democrats,7.41
2015-02-25,Great Britain,UK Independence Party (UKIP),14.35
2015-02-24,Great Britain,Other,5.57
2015-02-24,Great Britain,Conservative,32.53
2015-02-24,Great Britain,Green Party,6.76
2015-02-24,Great Britain,Labour,33.54
2015-02-24,Great Britain,Liberal Democrats,7.33
2015-02-24,Great Britain,UK Independence Party (UKIP),14.27
2015-02-23,Great Britain,Other,5.58
2015-02-23,Great Britain,Conservative,32.45
2015-02-23,Great Britain,Green Party,6.63
2015-02-23,Great Britain,Labour,33.51
2015-02-23,Great Britain,Liberal Democrats,7.52
2015-02-23,Great Britain,UK Independence Party (UKIP),14.31
2015-02-22,Great Britain,Other,5.52
2015-02-22,Great Britain,Conservative,32.48
2015-02-22,Great Britain,Green Party,6.75
2015-02-22,Great Britain,Labour,33.55
2015-02-22,Great Britain,Liberal Democrats,7.4
2015-02-22,Great Britain,UK Independence Party (UKIP),14.31
2015-02-22,Scotland,Other,1.14
2015-02-22,Scotland,Conservative,14.52
2015-02-22,Scotland,Green Party,3.12
2015-02-22,Scotland,Labour,27.11
2015-02-22,Scotland,Liberal Democrats,4.47
2015-02-22,Scotland,SNP,45.53
2015-02-22,Scotland,UK Independence Party (UKIP),4.18
2015-02-20,Great Britain,Other,5.47
2015-02-20,Great Britain,Conservative,32.47
2015-02-20,Great Britain,Green Party,6.6
2015-02-20,Great Britain,Labour,33.49
2015-02-20,Great Britain,Liberal Democrats,7.46
2015-02-20,Great Britain,UK Independence Party (UKIP),14.5
2015-02-19,Great Britain,Other,5.58
2015-02-19,Great Britain,Conservative,32.48
2015-02-19,Great Britain,Green Party,6.63
2015-02-19,Great Britain,Labour,33.47
2015-02-19,Great Britain,Liberal Democrats,7.39
2015-02-19,Great Britain,UK Independence Party (UKIP),14.44
2015-02-18,Great Britain,Other,5.59
2015-02-18,Great Britain,Conservative,32.6
2015-02-18,Great Britain,Green Party,6.71
2015-02-18,Great Britain,Labour,33.52
2015-02-18,Great Britain,Liberal Democrats,7.26
2015-02-18,Great Britain,UK Independence Party (UKIP),14.33
2015-02-17,Great Britain,Other,5.65
2015-02-17,Great Britain,Conservative,32.53
2015-02-17,Great Britain,Green Party,6.73
2015-02-17,Great Britain,Labour,33.52
2015-02-17,Great Britain,Liberal Democrats,7.18
2015-02-17,Great Britain,UK Independence Party (UKIP),14.39
2015-02-17,Scotland,Other,1.14
2015-02-17,Scotland,Conservative,14.67
2015-02-17,Scotland,Green Party,2.89
2015-02-17,Scotland,Labour,27.8
2015-02-17,Scotland,Liberal Democrats,4.62
2015-02-17,Scotland,SNP,44.39
2015-02-17,Scotland,UK Independence Party (UKIP),4.71
2015-02-16,Great Britain,Other,5.72
2015-02-16,Great Britain,Conservative,32.38
2015-02-16,Great Britain,Green Party,6.87
2015-02-16,Great Britain,Labour,33.31
2015-02-16,Great Britain,Liberal Democrats,7.32
2015-02-16,Great Britain,UK Independence Party (UKIP),14.39
2015-02-15,Great Britain,Other,5.73
2015-02-15,Great Britain,Conservative,32.45
2015-02-15,Great Britain,Green Party,6.74
2015-02-15,Great Britain,Labour,33.37
2015-02-15,Great Britain,Liberal Democrats,7.32
2015-02-15,Great Britain,UK Independence Party (UKIP),14.38
2015-02-13,Great Britain,Other,5.61
2015-02-13,Great Britain,Conservative,32.57
2015-02-13,Great Britain,Green Party,6.69
2015-02-13,Great Britain,Labour,33.54
2015-02-13,Great Britain,Liberal Democrats,7.15
2015-02-13,Great Britain,UK Independence Party (UKIP),14.44
2015-02-12,Great Britain,Other,5.62
2015-02-12,Great Britain,Conservative,32.66
2015-02-12,Great Britain,Green Party,6.7
2015-02-12,Great Britain,Labour,33.43
2015-02-12,Great Britain,Liberal Democrats,7.08
2015-02-12,Great Britain,UK Independence Party (UKIP),14.52
2015-02-11,Great Britain,Other,5.53
2015-02-11,Great Britain,Conservative,32.83
2015-02-11,Great Britain,Green Party,6.79
2015-02-11,Great Britain,Labour,33.35
2015-02-11,Great Britain,Liberal Democrats,7.05
2015-02-11,Great Britain,UK Independence Party (UKIP),14.46
2015-02-10,Great Britain,Other,5.51
2015-02-10,Great Britain,Conservative,32.81
2015-02-10,Great Britain,Green Party,6.82
2015-02-10,Great Britain,Labour,33.51
2015-02-10,Great Britain,Liberal Democrats,6.92
2015-02-10,Great Britain,UK Independence Party (UKIP),14.44
2015-02-09,Great Britain,Other,5.46
2015-02-09,Great Britain,Conservative,32.68
2015-02-09,Great Britain,Green Party,6.7
2015-02-09,Great Britain,Labour,33.19
2015-02-09,Great Britain,Liberal Democrats,7.02
2015-02-09,Great Britain,UK Independence Party (UKIP),14.94
2015-02-08,Great Britain,Other,5.47
2015-02-08,Great Britain,Conservative,32.58
2015-02-08,Great Britain,Green Party,6.71
2015-02-08,Great Britain,Labour,33.17
2015-02-08,Great Britain,Liberal Democrats,7.03
2015-02-08,Great Britain,UK Independence Party (UKIP),15.03
2015-02-06,Great Britain,Other,5.39
2015-02-06,Great Britain,Conservative,32.4
2015-02-06,Great Britain,Green Party,6.87
2015-02-06,Great Britain,Labour,33.26
2015-02-06,Great Britain,Liberal Democrats,6.96
2015-02-06,Great Britain,UK Independence Party (UKIP),15.12
2015-02-05,Great Britain,Other,5.42
2015-02-05,Great Britain,Conservative,32.47
2015-02-05,Great Britain,Green Party,6.87
2015-02-05,Great Britain,Labour,33.3
2015-02-05,Great Britain,Liberal Democrats,6.89
2015-02-05,Great Britain,UK Independence Party (UKIP),15.05
2015-02-04,Great Britain,Other,5.4
2015-02-04,Great Britain,Conservative,32.48
2015-02-04,Great Britain,Green Party,7.23
2015-02-04,Great Britain,Labour,33.05
2015-02-04,Great Britain,Liberal Democrats,6.83
2015-02-04,Great Britain,UK Independence Party (UKIP),15.02
2015-02-03,Great Britain,Other,5.36
2015-02-03,Great Britain,Conservative,32.27
2015-02-03,Great Britain,Green Party,7.27
2015-02-03,Great Britain,Labour,32.97
2015-02-03,Great Britain,Liberal Democrats,7.04
2015-02-03,Great Britain,UK Independence Party (UKIP),15.09
2015-02-02,Great Britain,Other,5.45
2015-02-02,Great Britain,Conservative,32.14
2015-02-02,Great Britain,Green Party,7.33
2015-02-02,Great Britain,Labour,32.84
2015-02-02,Great Britain,Liberal Democrats,7.14
2015-02-02,Great Britain,UK Independence Party (UKIP),15.09
2015-02-02,Scotland,Other,1.14
2015-02-02,Scotland,Conservative,14.67
2015-02-02,Scotland,Green Party,2.74
2015-02-02,Scotland,Labour,28.11
2015-02-02,Scotland,Liberal Democrats,4.62
2015-02-02,Scotland,SNP,44.01
2015-02-02,Scotland,UK Independence Party (UKIP),4.94
2015-02-01,Great Britain,Other,5.31
2015-02-01,Great Britain,Conservative,32.15
2015-02-01,Great Britain,Green Party,7.39
2015-02-01,Great Britain,Labour,32.68
2015-02-01,Great Britain,Liberal Democrats,7.15
2015-02-01,Great Britain,UK Independence Party (UKIP),15.32
2015-01-30,Great Britain,Other,5.28
2015-01-30,Great Britain,Conservative,32.15
2015-01-30,Great Britain,Green Party,7.18
2015-01-30,Great Britain,Labour,32.84
2015-01-30,Great Britain,Liberal Democrats,7.07
2015-01-30,Great Britain,UK Independence Party (UKIP),15.47
2015-01-29,Great Britain,Other,5.32
2015-01-29,Great Britain,Conservative,32.15
2015-01-29,Great Britain,Green Party,7.25
2015-01-29,Great Britain,Labour,32.84
2015-01-29,Great Britain,Liberal Democrats,7.07
2015-01-29,Great Britain,UK Independence Party (UKIP),15.37
2015-01-28,Great Britain,Other,5.44
2015-01-28,Great Britain,Conservative,32.06
2015-01-28,Great Britain,Green Party,7.35
2015-01-28,Great Britain,Labour,32.8
2015-01-28,Great Britain,Liberal Democrats,7.1
2015-01-28,Great Britain,UK Independence Party (UKIP),15.26
2015-01-27,Great Britain,Other,5.51
2015-01-27,Great Britain,Conservative,31.99
2015-01-27,Great Britain,Green Party,7.28
2015-01-27,Great Britain,Labour,32.8
2015-01-27,Great Britain,Liberal Democrats,7.1
2015-01-27,Great Britain,UK Independence Party (UKIP),15.33
2015-01-26,Great Britain,Other,5.52
2015-01-26,Great Britain,Conservative,31.93
2015-01-26,Great Britain,Green Party,7.23
2015-01-26,Great Britain,Labour,32.71
2015-01-26,Great Britain,Liberal Democrats,7.23
2015-01-26,Great Britain,UK Independence Party (UKIP),15.38
2015-01-25,Great Britain,Other,5.47
2015-01-25,Great Britain,Conservative,31.94
2015-01-25,Great Britain,Green Party,7.13
2015-01-25,Great Britain,Labour,32.48
2015-01-25,Great Britain,Liberal Democrats,7.35
2015-01-25,Great Britain,UK Independence Party (UKIP),15.63
2015-01-23,Great Britain,Other,5.49
2015-01-23,Great Britain,Conservative,31.96
2015-01-23,Great Britain,Green Party,7.16
2015-01-23,Great Britain,Labour,32.67
2015-01-23,Great Britain,Liberal Democrats,7.36
2015-01-23,Great Britain,UK Independence Party (UKIP),15.37
2015-01-22,Great Britain,Other,5.49
2015-01-22,Great Britain,Conservative,31.93
2015-01-22,Great Britain,Green Party,7.15
2015-01-22,Great Britain,Labour,32.72
2015-01-22,Great Britain,Liberal Democrats,7.36
2015-01-22,Great Britain,UK Independence Party (UKIP),15.35
2015-01-21,Great Britain,Other,5.56
2015-01-21,Great Britain,Conservative,32.08
2015-01-21,Great Britain,Green Party,7.2
2015-01-21,Great Britain,Labour,32.68
2015-01-21,Great Britain,Liberal Democrats,7.32
2015-01-21,Great Britain,UK Independence Party (UKIP),15.16
2015-01-21,Wales,Conservative,23.05
2015-01-21,Wales,Green Party,3.25
2015-01-21,Wales,Labour,43.92
2015-01-21,Wales,Liberal Democrats,6.51
2015-01-21,Wales,Plaid Cymru,11.35
2015-01-21,Wales,UK Independence Party (UKIP),12.14
2015-01-20,Great Britain,Other,5.63
2015-01-20,Great Britain,Conservative,31.93
2015-01-20,Great Britain,Green Party,7.2
2015-01-20,Great Britain,Labour,32.68
2015-01-20,Great Britain,Liberal Democrats,7.39
2015-01-20,Great Britain,UK Independence Party (UKIP),15.16
2015-01-19,Great Britain,Other,5.63
2015-01-19,Great Britain,Conservative,32.05
2015-01-19,Great Britain,Green Party,6.84
2015-01-19,Great Britain,Labour,33.08
2015-01-19,Great Britain,Liberal Democrats,7.45
2015-01-19,Great Britain,UK Independence Party (UKIP),14.94
2015-01-19,Scotland,Other,1.14
2015-01-19,Scotland,Conservative,14.76
2015-01-19,Scotland,Green Party,2.53
2015-01-19,Scotland,Labour,28.79
2015-01-19,Scotland,Liberal Democrats,4.79
2015-01-19,Scotland,SNP,43.31
2015-01-19,Scotland,UK Independence Party (UKIP),4.91
2015-01-18,Great Britain,Other,5.66
2015-01-18,Great Britain,Conservative,32.09
2015-01-18,Great Britain,Green Party,6.58
2015-01-18,Great Britain,Labour,33.13
2015-01-18,Great Britain,Liberal Democrats,7.39
2015-01-18,Great Britain,UK Independence Party (UKIP),15.14
2015-01-16,Great Britain,Other,5.71
2015-01-16,Great Britain,Conservative,31.91
2015-01-16,Great Britain,Green Party,6.44
2015-01-16,Great Britain,Labour,33.24
2015-01-16,Great Britain,Liberal Democrats,7.21
2015-01-16,Great Britain,UK Independence Party (UKIP),15.49
2015-01-16,Scotland,Other,1.0
2015-01-16,Scotland,Conservative,14.99
2015-01-16,Scotland,Green Party,2.3
2015-01-16,Scotland,Labour,29.56
2015-01-16,Scotland,Liberal Democrats,4.94
2015-01-16,Scotland,SNP,42.38
2015-01-16,Scotland,UK Independence Party (UKIP),5.06
2015-01-15,Great Britain,Other,5.78
2015-01-15,Great Britain,Conservative,31.96
2015-01-15,Great Britain,Green Party,6.29
2015-01-15,Great Britain,Labour,33.5
2015-01-15,Great Britain,Liberal Democrats,7.13
2015-01-15,Great Britain,UK Independence Party (UKIP),15.33
2015-01-14,Great Britain,Other,5.74
2015-01-14,Great Britain,Conservative,32.24
2015-01-14,Great Britain,Green Party,6.15
2015-01-14,Great Britain,Labour,33.63
2015-01-14,Great Britain,Liberal Democrats,7.27
2015-01-14,Great Britain,UK Independence Party (UKIP),14.97
2015-01-14,Scotland,Conservative,15.09
2015-01-14,Scotland,Green Party,2.22
2015-01-14,Scotland,Labour,30.37
2015-01-14,Scotland,Liberal Democrats,4.79
2015-01-14,Scotland,SNP,41.83
2015-01-14,Scotland,UK Independence Party (UKIP),4.99
2015-01-13,Great Britain,Other,5.69
2015-01-13,Great Britain,Conservative,32.12
2015-01-13,Great Britain,Green Party,6.03
2015-01-13,Great Britain,Labour,33.66
2015-01-13,Great Britain,Liberal Democrats,7.37
2015-01-13,Great Britain,UK Independence Party (UKIP),15.13
2015-01-13,Wales,Conservative,23.03
2015-01-13,Wales,Green Party,2.83
2015-01-13,Wales,Labour,44.81
2015-01-13,Wales,Liberal Democrats,6.57
2015-01-13,Wales,Plaid Cymru,11.48
2015-01-13,Wales,UK Independence Party (UKIP),11.64
2015-01-12,Great Britain,Other,5.55
2015-01-12,Great Britain,Conservative,32.04
2015-01-12,Great Britain,Green Party,5.98
2015-01-12,Great Britain,Labour,33.78
2015-01-12,Great Britain,Liberal Democrats,7.33
2015-01-12,Great Britain,UK Independence Party (UKIP),15.32
2015-01-11,Great Britain,Other,5.48
2015-01-11,Great Britain,Conservative,32.11
2015-01-11,Great Britain,Green Party,6.06
2015-01-11,Great Britain,Labour,33.78
2015-01-11,Great Britain,Liberal Democrats,7.47
2015-01-11,Great Britain,UK Independence Party (UKIP),15.11
2015-01-09,Great Britain,Other,5.49
2015-01-09,Great Britain,Conservative,31.97
2015-01-09,Great Britain,Green Party,6.01
2015-01-09,Great Britain,Labour,33.9
2015-01-09,Great Britain,Liberal Democrats,7.48
2015-01-09,Great Britain,UK Independence Party (UKIP),15.15
2015-01-08,Great Britain,Other,5.62
2015-01-08,Great Britain,Conservative,31.92
2015-01-08,Great Britain,Green Party,6.17
2015-01-08,Great Britain,Labour,33.91
2015-01-08,Great Britain,Liberal Democrats,7.48
2015-01-08,Great Britain,UK Independence Party (UKIP),14.9
2015-01-07,Great Britain,Other,5.56
2015-01-07,Great Britain,Conservative,31.82
2015-01-07,Great Britain,Green Party,6.07
2015-01-07,Great Britain,Labour,33.87
2015-01-07,Great Britain,Liberal Democrats,7.75
2015-01-07,Great Britain,UK Independence Party (UKIP),14.92
2015-01-06,Great Britain,Other,5.49
2015-01-06,Great Britain,Conservative,31.86
2015-01-06,Great Britain,Green Party,5.9
2015-01-06,Great Britain,Labour,33.88
2015-01-06,Great Britain,Liberal Democrats,7.79
2015-01-06,Great Britain,UK Independence Party (UKIP),15.07
2015-01-05,Great Britain,Other,5.5
2015-01-05,Great Britain,Conservative,31.82
2015-01-05,Great Britain,Green Party,5.76
2015-01-05,Great Britain,Labour,33.96
2015-01-05,Great Britain,Liberal Democrats,7.83
2015-01-05,Great Britain,UK Independence Party (UKIP),15.14
2015-01-04,Great Britain,Other,5.43
2015-01-04,Great Britain,Conservative,31.98
2015-01-04,Great Britain,Green Party,5.69
2015-01-04,Great Britain,Labour,33.91
2015-01-04,Great Britain,Liberal Democrats,7.77
2015-01-04,Great Britain,UK Independence Party (UKIP),15.22
2015-01-02,Great Britain,Other,5.44
2015-01-02,Great Britain,Conservative,31.89
2015-01-02,Great Britain,Green Party,5.84
2015-01-02,Great Britain,Labour,33.68
2015-01-02,Great Britain,Liberal Democrats,7.71
2015-01-02,Great Britain,UK Independence Party (UKIP),15.45
2014-12-23,Great Britain,Other,5.37
2014-12-23,Great Britain,Conservative,32.05
2014-12-23,Great Britain,Green Party,5.99
2014-12-23,Great Britain,Labour,33.7
2014-12-23,Great Britain,Liberal Democrats,7.57
2014-12-23,Great Britain,UK Independence Party (UKIP),15.32
2014-12-22,Great Britain,Other,5.28
2014-12-22,Great Britain,Conservative,32.22
2014-12-22,Great Britain,Green Party,5.88
2014-12-22,Great Britain,Labour,33.71
2014-12-22,Great Britain,Liberal Democrats,7.71
2014-12-22,Great Britain,UK Independence Party (UKIP),15.2
2014-12-21,Great Britain,Other,5.42
2014-12-21,Great Britain,Conservative,32.19
2014-12-21,Great Britain,Green Party,6.02
2014-12-21,Great Britain,Labour,33.4
2014-12-21,Great Britain,Liberal Democrats,7.71
2014-12-21,Great Britain,UK Independence Party (UKIP),15.26
2014-12-19,Great Britain,Other,5.48
2014-12-19,Great Britain,Conservative,31.88
2014-12-19,Great Britain,Green Party,6.2
2014-12-19,Great Britain,Labour,33.29
2014-12-19,Great Britain,Liberal Democrats,7.56
2014-12-19,Great Britain,UK Independence Party (UKIP),15.58
2014-12-18,Great Britain,Other,5.53
2014-12-18,Great Britain,Conservative,32.03
2014-12-18,Great Britain,Green Party,6.32
2014-12-18,Great Britain,Labour,33.08
2014-12-18,Great Britain,Liberal Democrats,7.47
2014-12-18,Great Britain,UK Independence Party (UKIP),15.57
2014-12-18,Scotland,Other,1.0
2014-12-18,Scotland,Conservative,15.3
2014-12-18,Scotland,Green Party,2.15
2014-12-18,Scotland,Labour,30.48
2014-12-18,Scotland,Liberal Democrats,5.02
2014-12-18,Scotland,SNP,41.54
2014-12-18,Scotland,UK Independence Party (UKIP),4.75
2014-12-17,Great Britain,Other,5.6
2014-12-17,Great Britain,Conservative,32.06
2014-12-17,Great Britain,Green Party,6.33
2014-12-17,Great Britain,Labour,32.91
2014-12-17,Great Britain,Liberal Democrats,7.47
2014-12-17,Great Britain,UK Independence Party (UKIP),15.62
2014-12-16,Great Britain,Other,5.67
2014-12-16,Great Britain,Conservative,32.01
2014-12-16,Great Britain,Green Party,6.27
2014-12-16,Great Britain,Labour,32.86
2014-12-16,Great Britain,Liberal Democrats,7.48
2014-12-16,Great Britain,UK Independence Party (UKIP),15.71
2014-12-15,Great Britain,Other,5.78
2014-12-15,Great Britain,Conservative,31.9
2014-12-15,Great Britain,Green Party,6.32
2014-12-15,Great Britain,Labour,32.76
2014-12-15,Great Britain,Liberal Democrats,7.44
2014-12-15,Great Britain,UK Independence Party (UKIP),15.8
2014-12-14,Great Britain,Other,5.72
2014-12-14,Great Britain,Conservative,31.95
2014-12-14,Great Britain,Green Party,6.16
2014-12-14,Great Britain,Labour,32.9
2014-12-14,Great Britain,Liberal Democrats,7.44
2014-12-14,Great Britain,UK Independence Party (UKIP),15.84
2014-12-12,Great Britain,Other,5.78
2014-12-12,Great Britain,Conservative,31.99
2014-12-12,Great Britain,Green Party,6.2
2014-12-12,Great Britain,Labour,32.85
2014-12-12,Great Britain,Liberal Democrats,7.19
2014-12-12,Great Britain,UK Independence Party (UKIP),15.99
2014-12-11,Great Britain,Other,5.79
2014-12-11,Great Britain,Conservative,32.04
2014-12-11,Great Britain,Green Party,6.38
2014-12-11,Great Britain,Labour,32.79
2014-12-11,Great Britain,Liberal Democrats,7.08
2014-12-11,Great Britain,UK Independence Party (UKIP),15.92
2014-12-11,Scotland,Other,1.0
2014-12-11,Scotland,Conservative,15.38
2014-12-11,Scotland,Green Party,2.15
2014-12-11,Scotland,Labour,31.63
2014-12-11,Scotland,Liberal Democrats,5.08
2014-12-11,Scotland,SNP,40.3
2014-12-11,Scotland,UK Independence Party (UKIP),4.68
2014-12-10,Great Britain,Other,5.85
2014-12-10,Great Britain,Conservative,31.99
2014-12-10,Great Britain,Green Party,6.37
2014-12-10,Great Britain,Labour,32.69
2014-12-10,Great Britain,Liberal Democrats,7.04
2014-12-10,Great Britain,UK Independence Party (UKIP),16.06
2014-12-09,Great Britain,Other,5.89
2014-12-09,Great Britain,Conservative,31.75
2014-12-09,Great Britain,Green Party,6.29
2014-12-09,Great Britain,Labour,32.71
2014-12-09,Great Britain,Liberal Democrats,7.06
2014-12-09,Great Britain,UK Independence Party (UKIP),16.29
2014-12-08,Great Britain,Other,5.98
2014-12-08,Great Britain,Conservative,31.51
2014-12-08,Great Britain,Green Party,6.23
2014-12-08,Great Britain,Labour,32.83
2014-12-08,Great Britain,Liberal Democrats,7.04
2014-12-08,Great Britain,UK Independence Party (UKIP),16.41
2014-12-07,Great Britain,Other,5.88
2014-12-07,Great Britain,Conservative,31.45
2014-12-07,Great Britain,Green Party,6.2
2014-12-07,Great Britain,Labour,32.87
2014-12-07,Great Britain,Liberal Democrats,7.15
2014-12-07,Great Britain,UK Independence Party (UKIP),16.45
2014-12-05,Great Britain,Other,5.87
2014-12-05,Great Britain,Conservative,31.51
2014-12-05,Great Britain,Green Party,6.21
2014-12-05,Great Britain,Labour,32.9
2014-12-05,Great Britain,Liberal Democrats,7.11
2014-12-05,Great Britain,UK Independence Party (UKIP),16.39
2014-12-04,Great Britain,Other,5.8
2014-12-04,Great Britain,Conservative,31.68
2014-12-04,Great Britain,Green Party,6.15
2014-12-04,Great Britain,Labour,33.0
2014-12-04,Great Britain,Liberal Democrats,7.18
2014-12-04,Great Britain,UK Independence Party (UKIP),16.19
2014-12-03,Great Britain,Other,5.82
2014-12-03,Great Britain,Conservative,31.77
2014-12-03,Great Britain,Green Party,6.11
2014-12-03,Great Britain,Labour,33.03
2014-12-03,Great Britain,Liberal Democrats,7.19
2014-12-03,Great Britain,UK Independence Party (UKIP),16.08
2014-12-03,Wales,Conservative,23.27
2014-12-03,Wales,Green Party,2.57
2014-12-03,Wales,Labour,45.59
2014-12-03,Wales,Liberal Democrats,6.48
2014-12-03,Wales,Plaid Cymru,11.38
2014-12-03,Wales,UK Independence Party (UKIP),11.04
2014-12-02,Great Britain,Other,5.81
2014-12-02,Great Britain,Conservative,31.83
2014-12-02,Great Britain,Green Party,6.08
2014-12-02,Great Britain,Labour,33.09
2014-12-02,Great Britain,Liberal Democrats,7.19
2014-12-02,Great Britain,UK Independence Party (UKIP),16.01
2014-12-01,Great Britain,Other,6.0
2014-12-01,Great Britain,Conservative,31.8
2014-12-01,Great Britain,Green Party,6.02
2014-12-01,Great Britain,Labour,33.06
2014-12-01,Great Britain,Liberal Democrats,7.27
2014-12-01,Great Britain,UK Independence Party (UKIP),15.85
2014-11-30,Great Britain,Other,6.0
2014-11-30,Great Britain,Conservative,31.67
2014-11-30,Great Britain,Green Party,5.87
2014-11-30,Great Britain,Labour,33.14
2014-11-30,Great Britain,Liberal Democrats,7.23
2014-11-30,Great Britain,UK Independence Party (UKIP),16.09
2014-11-28,Great Britain,Other,5.91
2014-11-28,Great Britain,Conservative,31.92
2014-11-28,Great Britain,Green Party,5.81
2014-11-28,Great Britain,Labour,33.2
2014-11-28,Great Britain,Liberal Democrats,7.22
2014-11-28,Great Britain,UK Independence Party (UKIP),15.94
2014-11-27,Great Britain,Other,5.77
2014-11-27,Great Britain,Conservative,31.95
2014-11-27,Great Britain,Green Party,5.82
2014-11-27,Great Britain,Labour,33.29
2014-11-27,Great Britain,Liberal Democrats,7.22
2014-11-27,Great Britain,UK Independence Party (UKIP),15.95
2014-11-26,Great Britain,Other,5.75
2014-11-26,Great Britain,Conservative,32.06
2014-11-26,Great Britain,Green Party,5.84
2014-11-26,Great Britain,Labour,33.38
2014-11-26,Great Britain,Liberal Democrats,7.16
2014-11-26,Great Britain,UK Independence Party (UKIP),15.81
2014-11-25,Great Britain,Other,5.93
2014-11-25,Great Britain,Conservative,31.96
2014-11-25,Great Britain,Green Party,5.8
2014-11-25,Great Britain,Labour,33.28
2014-11-25,Great Britain,Liberal Democrats,7.27
2014-11-25,Great Britain,UK Independence Party (UKIP),15.76
2014-11-24,Great Britain,Other,5.96
2014-11-24,Great Britain,Conservative,31.92
2014-11-24,Great Britain,Green Party,5.79
2014-11-24,Great Britain,Labour,33.21
2014-11-24,Great Britain,Liberal Democrats,7.47
2014-11-24,Great Britain,UK Independence Party (UKIP),15.65
2014-11-23,Great Britain,Other,5.94
2014-11-23,Great Britain,Conservative,31.95
2014-11-23,Great Britain,Green Party,5.69
2014-11-23,Great Britain,Labour,33.17
2014-11-23,Great Britain,Liberal Democrats,7.54
2014-11-23,Great Britain,UK Independence Party (UKIP),15.72
2014-11-21,Great Britain,Other,5.82
2014-11-21,Great Britain,Conservative,32.2
2014-11-21,Great Britain,Green Party,5.69
2014-11-21,Great Britain,Labour,33.15
2014-11-21,Great Britain,Liberal Democrats,7.57
2014-11-21,Great Britain,UK Independence Party (UKIP),15.57
2014-11-20,Great Britain,Other,5.85
2014-11-20,Great Britain,Conservative,32.09
2014-11-20,Great Britain,Green Party,5.79
2014-11-20,Great Britain,Labour,33.08
2014-11-20,Great Britain,Liberal Democrats,7.52
2014-11-20,Great Britain,UK Independence Party (UKIP),15.66
2014-11-19,Great Britain,Other,5.88
2014-11-19,Great Britain,Conservative,32.08
2014-11-19,Great Britain,Green Party,5.87
2014-11-19,Great Britain,Labour,33.11
2014-11-19,Great Britain,Liberal Democrats,7.5
2014-11-19,Great Britain,UK Independence Party (UKIP),15.56
2014-11-18,Great Britain,Other,5.81
2014-11-18,Great Britain,Conservative,32.01
2014-11-18,Great Britain,Green Party,5.8
2014-11-18,Great Britain,Labour,33.18
2014-11-18,Great Britain,Liberal Democrats,7.57
2014-11-18,Great Britain,UK Independence Party (UKIP),15.63
2014-11-17,Great Britain,Other,5.87
2014-11-17,Great Britain,Conservative,32.0
2014-11-17,Great Britain,Green Party,5.74
2014-11-17,Great Britain,Labour,33.02
