Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Katla Tryggvad¢ttir,"FW,MF",is Iceland,20-072,2005,3,1,72,0.8,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,1,0,3,0,0,0,0,0,0.61,0,0.61,0.61,0.61,Matches
Joanna TynnilÑ,DF,fi Finland,23-318,2001,3,3,266,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,15,4,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
Amber Tysiak,DF,be Belgium,25-171,2000,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,3,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
Smilla Vallotto,MF,ch Switzerland,21-115,2004,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,6,19,18,0,0,0,0,0,0.05,0.1,0.15,0.05,0.15,Matches
Ella Van Kerkhoven,FW,be Belgium,31-238,1993,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Amalie Vangsgaard,FW,dk Denmark,28-229,1996,3,2,130,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,1,2,9,0.69,0,0.69,0.69,0.69,0.08,0.08,0.16,0.08,0.16,Matches
Justine Vanhaevermaet,MF,be Belgium,33-078,1992,3,3,266,3,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.8,1,10,4,0.34,0,0.34,0.34,0.34,0.21,0.05,0.26,0.21,0.26,Matches
Katrine Veje,DF,dk Denmark,34-027,1991,3,3,264,2.9,0,1,1,0,0,0,1,0,0,0,0.2,0.2,9,16,2,0,0.34,0.34,0,0.34,0,0.06,0.06,0,0.06,Matches
Keira Walsh,MF,eng England,28-099,1997,3,3,270,3,1,0,1,1,0,0,0,0,0.2,0.2,1,1.3,0,21,10,0.33,0,0.33,0.33,0.33,0.08,0.34,0.42,0.08,0.42,Matches
Lia WÑlti,MF,ch Switzerland,32-088,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,22,2,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05,Matches
Carlotta Wamser,DF,de Germany,21-257,2003,3,2,171,1.9,0,2,2,0,0,0,0,1,0.1,0.1,0.9,1,5,16,9,0,1.05,1.05,0,1.05,0.03,0.48,0.52,0.03,0.52,Matches
Leila Wandeler,"FW,DF",ch Switzerland,19-096,2006,2,0,80,0.9,0,1,1,0,0,0,0,0,0,0,0.2,0.3,8,3,6,0,1.13,1.13,0,1.13,0.06,0.26,0.32,0.06,0.32,Matches
Ellen Wangerheim,FW,se Sweden,20-318,2004,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
Martyna Wiankowska,DF,pl Poland,28-204,1996,3,2,193,2.1,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,1,4,1,0.47,0,0.47,0.47,0.47,0.09,0,0.09,0.09,0.09,Matches
Sarah Wijnants,DF,be Belgium,25-276,1999,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
Leah Williamson,DF,eng England,28-109,1997,3,3,270,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,27,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
Lynn Wilms,DF,nl Netherlands,24-286,2000,2,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,5,5,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11,Matches
Emilie Woldvik,DF,no Norway,26-189,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,Matches
Lily Woodham,DF,wls Wales,24-316,2000,3,3,198,2.2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,5,1,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
Oliwia Wo?,DF,pl Poland,25-335,1999,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
Tessa Wullaert,FW,be Belgium,32-119,1993,3,3,270,3,1,2,3,1,0,0,0,0,0.9,0.9,1.1,2.1,2,11,16,0.33,0.67,1,0.33,1,0.3,0.38,0.68,0.3,0.68,Matches
Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Riola Xhemaili,"FW,MF",ch Switzerland,22-133,2003,2,1,72,0.8,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,1,6,2,1.25,0,1.25,1.25,1.25,0.39,0.03,0.43,0.39,0.43,Matches
Weronika Zawistowska,MF,pl Poland,25-211,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cora Zical,FW,de Germany,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wiktoria Zieniewicz,DF,pl Poland,23-068,2002,2,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Julia Zigiotti Olme,MF,se Sweden,27-204,1997,3,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Maite Zubieta,MF,es Spain,21-049,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marthine ?stenstad,DF,no Norway,24-120,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
